policy,path_id,training_seed,right_censored,clearance_weeks_observed,restricted_clearance_time_contribution,ending_outstanding_mass,terminal_correction,decision_clearance_terminal_residual,exit_channel_residual,clearance_observation_valid,restricted_clearance_time_residual,terminal_once_valid,status
PPO,test_030_038f4c53d11f,1694234878.0,False,79,79,5.273036405170414e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_030_038f4c53d11f,1635820214.0,False,79,79,5.583556618556625e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_030_038f4c53d11f,456241246.0,False,79,79,5.457748401014719e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_030_038f4c53d11f,3760190062.0,False,78,78,6.988937560303334e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_030_038f4c53d11f,3890281123.0,False,78,78,6.989029747584662e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_030_038f4c53d11f,4226533458.0,False,78,78,6.98913952338821e-07,0.0,8.731149137020111e-11,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_030_038f4c53d11f,301721597.0,False,78,78,6.988874734530823e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_030_038f4c53d11f,554911178.0,False,78,78,6.989240124691629e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_030_038f4c53d11f,1600960620.0,False,78,78,6.989089107927458e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,301721597.0,False,79,79,5.583516380831498e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,554911178.0,False,79,79,5.602298569896842e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,1600960620.0,False,79,79,5.594115734198008e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_031_0a6ff70351b5,,False,78,78,7.371596435748541e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Reactive,test_031_0a6ff70351b5,,False,79,79,5.286820509372494e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_031_0a6ff70351b5,,False,79,79,5.28742822222521e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_031_0a6ff70351b5,1409200687.0,False,79,79,5.396529305129736e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_031_0a6ff70351b5,3018804584.0,False,79,79,5.418344063122601e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_031_0a6ff70351b5,959653586.0,False,79,79,5.410753948089493e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_031_0a6ff70351b5,1694234878.0,False,79,79,5.092091907613029e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
PPO,test_031_0a6ff70351b5,1635820214.0,False,79,79,5.406113974112344e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_031_0a6ff70351b5,456241246.0,False,79,79,5.269121758345979e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_031_0a6ff70351b5,3760190062.0,False,78,78,7.372463187750961e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_031_0a6ff70351b5,3890281123.0,False,78,78,7.372166522254683e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_031_0a6ff70351b5,4226533458.0,False,78,78,7.372418982662193e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_031_0a6ff70351b5,301721597.0,False,78,78,7.372394308593222e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_031_0a6ff70351b5,554911178.0,False,78,78,7.372455550046982e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_031_0a6ff70351b5,1600960620.0,False,78,78,7.372317641737971e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Model-guided constrained SAC,test_031_0a6ff70351b5,301721597.0,False,79,79,5.40180991273987e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_031_0a6ff70351b5,554911178.0,False,79,79,5.422910384237354e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_031_0a6ff70351b5,1600960620.0,False,79,79,5.41505290872526e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_032_efdf826e6bc3,,False,78,78,6.736465262454038e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_032_efdf826e6bc3,,False,79,79,5.465303765177481e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_032_efdf826e6bc3,,False,79,79,5.490507602767889e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_032_efdf826e6bc3,1409200687.0,False,79,79,5.580308129015926e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_032_efdf826e6bc3,3018804584.0,False,79,79,5.600667893116097e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_032_efdf826e6bc3,959653586.0,False,79,79,5.592358254540005e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_032_efdf826e6bc3,1694234878.0,False,79,79,5.266946928873148e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_032_efdf826e6bc3,1635820214.0,False,79,79,5.596836934032274e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_032_efdf826e6bc3,456241246.0,False,79,79,5.461777236613355e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_032_efdf826e6bc3,3760190062.0,False,78,78,6.735957312596559e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_032_efdf826e6bc3,3890281123.0,False,78,78,6.736064703402158e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_032_efdf826e6bc3,4226533458.0,False,78,78,6.736092398252986e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_032_efdf826e6bc3,301721597.0,False,78,78,6.735927886565692e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_032_efdf826e6bc3,554911178.0,False,78,78,6.736264419701636e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_032_efdf826e6bc3,1600960620.0,False,78,78,6.736157523208746e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_032_efdf826e6bc3,301721597.0,False,79,79,5.583032152747476e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_032_efdf826e6bc3,554911178.0,False,79,79,5.602603579450959e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_032_efdf826e6bc3,1600960620.0,False,79,79,5.594076604094178e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_033_de0c441dba67,,False,78,78,7.122083018052459e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_033_de0c441dba67,,False,79,79,5.695710797946565e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_033_de0c441dba67,,False,79,79,5.722527114710773e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_033_de0c441dba67,1409200687.0,False,79,79,5.82663311986792e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_033_de0c441dba67,3018804584.0,False,79,79,5.84796472119226e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_033_de0c441dba67,959653586.0,False,79,79,5.839315637956712e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_033_de0c441dba67,1694234878.0,False,79,79,5.479425164470262e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_033_de0c441dba67,1635820214.0,False,79,79,5.840402419749658e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_033_de0c441dba67,456241246.0,False,79,79,5.687918618248253e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_033_de0c441dba67,3760190062.0,False,78,78,7.121729283623552e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_033_de0c441dba67,3890281123.0,False,78,78,7.121775572499371e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_033_de0c441dba67,4226533458.0,False,78,78,7.121851105582082e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_033_de0c441dba67,301721597.0,False,78,78,7.121617759143849e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_033_de0c441dba67,554911178.0,False,78,78,7.12200685079555e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_033_de0c441dba67,1600960620.0,False,78,78,7.121860035790492e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_033_de0c441dba67,301721597.0,False,79,79,5.82954265023686e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_033_de0c441dba67,554911178.0,False,79,79,5.850055609029223e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_033_de0c441dba67,1600960620.0,False,79,79,5.841205332422974e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_034_a00d80b83640,,False,78,78,7.620217411960082e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_034_a00d80b83640,,False,79,79,5.775141756153896e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_034_a00d80b83640,,False,79,79,5.790715496992508e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_034_a00d80b83640,1409200687.0,False,79,79,5.892131401716186e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_034_a00d80b83640,3018804584.0,False,79,79,5.913958641912093e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_034_a00d80b83640,959653586.0,False,79,79,5.905721020595216e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_034_a00d80b83640,1694234878.0,False,79,79,5.549680407467913e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_034_a00d80b83640,1635820214.0,False,79,79,5.898944984826599e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_034_a00d80b83640,456241246.0,False,79,79,5.751370331284705e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_034_a00d80b83640,3760190062.0,False,78,78,7.619807287776947e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_034_a00d80b83640,3890281123.0,False,78,78,7.619893909985099e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_034_a00d80b83640,4226533458.0,False,78,78,7.620048722516753e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_034_a00d80b83640,301721597.0,False,78,78,7.619718751493424e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_034_a00d80b83640,554911178.0,False,78,78,7.620139977424742e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_034_a00d80b83640,1600960620.0,False,78,78,7.619925315856735e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_034_a00d80b83640,301721597.0,False,79,79,5.896966956107854e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_034_a00d80b83640,554911178.0,False,79,79,5.918342779156646e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_034_a00d80b83640,1600960620.0,False,79,79,5.909747017588988e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_035_51fd398978b7,,False,78,78,8.242963987626834e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_035_51fd398978b7,,False,79,79,6.123184855978248e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_035_51fd398978b7,,False,79,79,6.139261897248152e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_035_51fd398978b7,1409200687.0,False,79,79,6.237495599084848e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_035_51fd398978b7,3018804584.0,False,79,79,6.25791933603095e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_035_51fd398978b7,959653586.0,False,79,79,6.249756803378533e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_035_51fd398978b7,1694234878.0,False,79,79,5.847402378248503e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_035_51fd398978b7,1635820214.0,False,79,79,6.216254305170995e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_035_51fd398978b7,456241246.0,False,79,79,6.057216611649782e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_035_51fd398978b7,3760190062.0,False,78,78,8.24243439791395e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_035_51fd398978b7,3890281123.0,False,78,78,8.24249986903959e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_035_51fd398978b7,4226533458.0,False,78,78,8.242609303428978e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_035_51fd398978b7,301721597.0,False,78,78,8.242272917287862e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_035_51fd398978b7,554911178.0,False,78,78,8.242816103094534e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_035_51fd398978b7,1600960620.0,False,78,78,8.242594029795435e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_035_51fd398978b7,301721597.0,False,79,79,6.242382746201503e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_035_51fd398978b7,554911178.0,False,79,79,6.263033290813075e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_035_51fd398978b7,1600960620.0,False,79,79,6.253619059524201e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_036_7eb6ac1ca077,,False,78,78,6.703769757709541e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Reactive,test_036_7eb6ac1ca077,,False,79,79,5.421808376966531e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_036_7eb6ac1ca077,,False,79,79,5.448589866247454e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_036_7eb6ac1ca077,1409200687.0,False,79,79,5.559305394720974e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_036_7eb6ac1ca077,3018804584.0,False,79,79,5.582455601303407e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_036_7eb6ac1ca077,959653586.0,False,79,79,5.572731386903195e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_036_7eb6ac1ca077,1694234878.0,False,79,79,5.207498624511975e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_036_7eb6ac1ca077,1635820214.0,False,79,79,5.583313487460552e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_036_7eb6ac1ca077,456241246.0,False,79,79,5.423498856827167e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_036_7eb6ac1ca077,3760190062.0,False,78,78,6.703443492693566e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Vanilla SAC,test_036_7eb6ac1ca077,3890281123.0,False,78,78,6.703440886986146e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_036_7eb6ac1ca077,4226533458.0,False,78,78,6.703585528638196e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_036_7eb6ac1ca077,301721597.0,False,78,78,6.703285676433783e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_036_7eb6ac1ca077,554911178.0,False,78,78,6.703642590767086e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_036_7eb6ac1ca077,1600960620.0,False,78,78,6.703517171312993e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_036_7eb6ac1ca077,301721597.0,False,79,79,5.562333566075735e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_036_7eb6ac1ca077,554911178.0,False,79,79,5.584557613753925e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_036_7eb6ac1ca077,1600960620.0,False,79,79,5.57455572239295e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_037_f096257ecaa4,,False,78,78,5.72887355015766e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_037_f096257ecaa4,,False,79,79,4.6524614889417146e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_037_f096257ecaa4,,False,79,79,4.675258375181085e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_037_f096257ecaa4,1409200687.0,False,79,79,4.735336561601687e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_037_f096257ecaa4,3018804584.0,False,79,79,4.754484880814769e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_037_f096257ecaa4,959653586.0,False,79,79,4.747279130114709e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_037_f096257ecaa4,1694234878.0,False,79,79,4.5368608911313833e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_037_f096257ecaa4,1635820214.0,False,79,79,4.77355510786031e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_037_f096257ecaa4,456241246.0,False,79,79,4.681828676958321e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_037_f096257ecaa4,3760190062.0,False,78,78,5.728525615042298e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_037_f096257ecaa4,3890281123.0,False,78,78,5.728657292780405e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_037_f096257ecaa4,4226533458.0,False,78,78,5.728657491927482e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_037_f096257ecaa4,301721597.0,False,78,78,5.728557748664144e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_037_f096257ecaa4,554911178.0,False,78,78,5.728727696139682e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_037_f096257ecaa4,1600960620.0,False,78,78,5.728673127419934e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_037_f096257ecaa4,301721597.0,False,79,79,4.738950844249374e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_037_f096257ecaa4,554911178.0,False,79,79,4.757382721070851e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_037_f096257ecaa4,1600960620.0,False,79,79,4.749928250580774e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_038_b05abc6e01b3,,False,78,78,6.809128921099778e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_038_b05abc6e01b3,,False,79,79,5.430373188626293e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_038_b05abc6e01b3,,False,79,79,5.455240820732354e-07,0.0,1.4551915228366852e-11,1.3642420526593924e-12,True,0,True,PASS
Behaviour cloning,test_038_b05abc6e01b3,1409200687.0,False,79,79,5.535896455474264e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_038_b05abc6e01b3,3018804584.0,False,79,79,5.556017962343083e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_038_b05abc6e01b3,959653586.0,False,79,79,5.548385634829852e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_038_b05abc6e01b3,1694234878.0,False,79,79,5.238238922332971e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_038_b05abc6e01b3,1635820214.0,False,79,79,5.554978759369978e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_038_b05abc6e01b3,456241246.0,False,79,79,5.424625243920571e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_038_b05abc6e01b3,3760190062.0,False,78,78,6.808881303804365e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_038_b05abc6e01b3,3890281123.0,False,78,78,6.808950427254095e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Vanilla SAC,test_038_b05abc6e01b3,4226533458.0,False,78,78,6.809031668473078e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_038_b05abc6e01b3,301721597.0,False,78,78,6.80873723808898e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_038_b05abc6e01b3,554911178.0,False,78,78,6.809061631950882e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_038_b05abc6e01b3,1600960620.0,False,78,78,6.808923119649792e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Model-guided constrained SAC,test_038_b05abc6e01b3,301721597.0,False,79,79,5.539988447302275e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_038_b05abc6e01b3,554911178.0,False,79,79,5.559418729530534e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_038_b05abc6e01b3,1600960620.0,False,79,79,5.55141989567161e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_039_9c0d1ebe6c19,,False,78,78,7.818668214726251e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
