metric,source_column,chi,policy,reference_policy,physical_paths,mean_paired_difference,standard_error,paired_lower,paired_upper,unadjusted_p_value,simultaneous_lower,simultaneous_upper,holm_adjusted_p_value,multiplicity_family_size,seed_aggregated_within_path_first,inference_unit
queue_loss,loss_queue,0.125,Behaviour cloning,Reactive,88,-459.94002190845333,13.788884036460114,-487.3469220131928,-432.53312180371387,2.3861389569102435e-51,-505.4864730149668,-414.39357080193986,2.1475250612192193e-50,36,True,physical_path
queue_loss,loss_queue,0.125,Model-guided constrained SAC,Reactive,88,-413.395343854027,13.542743561808274,-440.3130131129142,-386.4776745951398,2.9327379251992663e-48,-458.12876142828213,-368.6619262797718,2.0529165476394864e-47,36,True,physical_path
queue_loss,loss_queue,0.25,Passive,Reactive,88,-1728.535474795574,4.984285024327363,-1738.4422809877274,-1718.6286686034205,1.9950334727195765e-138,-1744.999206999078,-1712.0717425920698,6.982617154518518e-137,36,True,physical_path
queue_loss,loss_queue,0.25,Projected stochastic MPC,Reactive,88,751.328393920042,9.329490639982756,732.7850210610046,769.8717667790794,1.704337109177307e-83,720.5118907020095,782.1448971380745,4.2608427729432675e-82,36,True,physical_path
queue_loss,loss_queue,0.25,Behaviour cloning,Reactive,88,-113.09919506886858,11.485742499229085,-135.92835198053587,-90.2700381572013,8.301377430341622e-16,-151.03807451552183,-75.16031562221534,2.4904132291024865e-15,36,True,physical_path
queue_loss,loss_queue,0.25,Model-guided constrained SAC,Reactive,88,-70.22524888630865,11.001693362523072,-92.09230572516302,-48.35819204745428,8.173746935862465e-09,-106.56525200041494,-33.88524577220235,1.634749387172493e-08,36,True,physical_path
queue_loss,loss_queue,0.375,Passive,Reactive,88,-1533.3223978839596,4.103575272610902,-1541.4786980799252,-1525.1660976879941,3.0436891465710004e-141,-1546.877032908931,-1519.7677628589884,1.0957280927655601e-139,36,True,physical_path
queue_loss,loss_queue,0.375,Projected stochastic MPC,Reactive,88,1056.295214060521,9.822201209232187,1036.7725255936168,1075.817902527425,2.587458044424843e-94,1023.8512246882324,1088.7392034328095,8.021119937717014e-93,36,True,physical_path
queue_loss,loss_queue,0.375,Behaviour cloning,Reactive,88,229.73588830643538,10.780755913131914,208.30796857170407,251.1638080411667,2.7497698650924886e-36,194.1256699022218,265.346106710649,1.3748849325462444e-35,36,True,physical_path
queue_loss,loss_queue,0.375,Model-guided constrained SAC,Reactive,88,261.20858696137407,10.591444569512264,240.1569440210199,282.2602299017282,4.964690159501825e-41,226.22368818660124,296.1934857361469,2.9788140957010945e-40,36,True,physical_path
queue_loss,loss_queue,0.5,Passive,Reactive,88,-1279.0773432524566,4.673267084882655,-1288.3659676124469,-1269.7887188924662,1.7191317397413715e-129,-1294.5137433430277,-1263.6409431618854,5.673134741146526e-128,36,True,physical_path
queue_loss,loss_queue,0.5,Projected stochastic MPC,Reactive,88,1399.956897964615,12.34163031470522,1375.4265713427963,1424.487224586434,2.579764817361317e-96,1359.1909113759214,1440.7228845533089,8.255247415556214e-95,36,True,physical_path
queue_loss,loss_queue,0.5,Behaviour cloning,Reactive,88,581.1397410450522,11.24158544070111,558.7958727249236,603.4836093651809,4.277481246130966e-67,544.0073436530128,618.2721384370917,4.7052293707440625e-66,36,True,physical_path
queue_loss,loss_queue,0.5,Model-guided constrained SAC,Reactive,88,605.5654119323602,10.785027532840063,584.1290018909211,627.0018219737993,3.971610011873496e-70,569.9410838208152,641.1897400439053,4.765932014248195e-69,36,True,physical_path
queue_loss,loss_queue,0.625,Passive,Reactive,88,-851.1818609651583,12.001276137355687,-875.0356968054037,-827.3280251249129,9.131728753601145e-79,-890.8236140874918,-811.5401078428248,2.008980325792252e-77,36,True,physical_path
queue_loss,loss_queue,0.625,Projected stochastic MPC,Reactive,88,1833.934846523616,18.324163335645373,1797.5135877244963,1870.3561053227356,1.2799094026354693e-91,1773.4077866667112,1894.4619063805208,3.839728207906408e-90,36,True,physical_path
queue_loss,loss_queue,0.625,Behaviour cloning,Reactive,88,953.8328431810914,14.586923555981224,924.8397531183165,982.8259332438664,9.430065716138458e-76,905.6503652677077,1002.0153210944752,1.5088105145821532e-74,36,True,physical_path
queue_loss,loss_queue,0.625,Model-guided constrained SAC,Reactive,88,995.436452211417,14.710635878406697,966.1974705120545,1024.6754339107795,5.072172461832844e-77,946.8453366425329,1044.027567780301,8.622693185115834e-76,36,True,physical_path
queue_loss,loss_queue,0.75,Passive,Reactive,88,113.51094065051262,29.309473940812982,55.25518751673369,171.76669378429156,0.0002077733253461615,16.69799202660232,210.32388927442292,0.0002077733253461615,36,True,physical_path
queue_loss,loss_queue,0.75,Projected stochastic MPC,Reactive,88,2401.359203912849,28.40788460056247,2344.8954572183443,2457.8229506073535,2.650794637137156e-85,2307.524320424253,2495.194087401445,7.157145520270321e-84,36,True,physical_path
queue_loss,loss_queue,0.75,Behaviour cloning,Reactive,88,1376.9071565308996,21.223728432586555,1334.722698132093,1419.091614929706,1.8476467364031699e-75,1306.8024615609006,1447.0118515008985,2.771470104604755e-74,36,True,physical_path
queue_loss,loss_queue,0.75,Model-guided constrained SAC,Reactive,88,1475.113012023932,21.449650476183614,1432.4795091002786,1517.7465149475854,1.2743316130559773e-77,1404.2620675905705,1545.9639564572935,2.5486632261119545e-76,36,True,physical_path
queue_loss,loss_queue,0.875,Passive,Reactive,88,1781.471797934811,39.76294806259583,1702.4386330651996,1860.5049628044226,6.987330708433867e-62,1650.1296846067776,1912.8139112628446,6.987330708433867e-61,36,True,physical_path
queue_loss,loss_queue,0.875,Projected stochastic MPC,Reactive,88,3070.062212448481,37.38737652150104,2995.750753247457,3144.3736716495055,3.2049243407033564e-84,2946.56691636544,3193.557508531522,8.332803285828727e-83,36,True,physical_path
queue_loss,loss_queue,0.875,Behaviour cloning,Reactive,88,1903.4702840399523,29.455075293251756,1844.9251324522554,1962.0154356276491,2.57804986389764e-75,1806.1763954891878,2000.7641725907167,3.609269809456696e-74,36,True,physical_path
queue_loss,loss_queue,0.875,Model-guided constrained SAC,Reactive,88,2083.8584905148823,28.568795831283715,2027.0749153255954,2140.642065704169,8.281476063938025e-80,1989.492096609406,2178.2248844203586,1.9047394947057457e-78,36,True,physical_path
queue_loss,loss_queue,1.0,Passive,Reactive,88,3610.85227264967,38.212700789463895,3534.900392098646,3686.8041532006937,1.8151962985086916e-89,3484.6308247389397,3737.0737205604,5.082549635824336e-88,36,True,physical_path
queue_loss,loss_queue,1.0,Projected stochastic MPC,Reactive,88,-609.6447208561402,56.606303309520506,-722.155878104286,-497.13356360799446,1.1033785076848688e-17,-796.6225951489629,-422.66684656331756,4.413514030739475e-17,36,True,physical_path
queue_loss,loss_queue,1.0,Behaviour cloning,Reactive,88,2080.7836563496603,30.04719445880532,2021.0616038048215,2140.505708894499,7.036884239963773e-78,1981.5339223111969,2180.0333903881237,1.4777456903923924e-76,36,True,physical_path
queue_loss,loss_queue,1.0,Model-guided constrained SAC,Reactive,88,3197.642018297763,32.38049463622436,3133.282278996853,3262.001757598673,4.0605040355454823e-91,3090.685094745875,3304.598941849651,1.1775461703081898e-89,36,True,physical_path
waiting_loss,loss_waiting,0.0,Reactive,Passive,88,-236360.4610360182,862.7181338679982,-238075.20674357133,-234645.7153284651,1.5774960569499973e-129,-239210.1295950562,-233510.79247698022,5.67898580501999e-128,36,True,physical_path
waiting_loss,loss_waiting,0.0,Projected stochastic MPC,Passive,88,-197206.4287109568,808.588304075947,-198813.58552053422,-195599.27190137937,3.8625532512454866e-125,-199877.29950510617,-194535.55791680742,1.3518936379359203e-123,36,True,physical_path
waiting_loss,loss_waiting,0.0,Behaviour cloning,Passive,88,-144242.88331564708,829.5482603052506,-145891.7003078076,-142594.06632348656,2.2098293270817546e-112,-146982.9875313749,-141502.77909991925,4.1986757214553335e-111,36,True,physical_path
waiting_loss,loss_waiting,0.0,Model-guided constrained SAC,Passive,88,-143751.43193851443,825.2201524971596,-145391.646347752,-142111.21752927688,1.8873683716192711e-112,-146477.2398594773,-141025.62401755157,3.7747367432385426e-111,36,True,physical_path
waiting_loss,loss_waiting,0.125,Reactive,Passive,88,-214375.6889832454,927.226843507284,-216218.6527363122,-212532.72523017862,4.004540254663915e-123,-217438.4380774276,-211312.93988906321,1.2814528814924528e-121,36,True,physical_path
waiting_loss,loss_waiting,0.125,Projected stochastic MPC,Passive,88,-194230.67444864128,806.9100436865494,-195834.49553397007,-192626.8533633125,1.2081712213024963e-124,-196896.0017336446,-191565.34716363795,4.107782152428488e-123,36,True,physical_path
waiting_loss,loss_waiting,0.125,Behaviour cloning,Passive,88,-150111.6714457961,874.7051710762076,-151850.24268777596,-148373.10020381623,6.899709668193876e-112,-153000.93472494863,-147222.40816664355,1.0788013234929502e-110,36,True,physical_path
waiting_loss,loss_waiting,0.125,Model-guided constrained SAC,Passive,88,-149637.75304776622,873.2112633918815,-151373.3549864608,-147902.15110907165,7.826373154445987e-112,-152522.08175838357,-146753.42433714887,1.0956922416224383e-110,36,True,physical_path
waiting_loss,loss_waiting,0.25,Reactive,Passive,88,-203401.43673915305,920.2449598144622,-205230.52324237087,-201572.35023593524,1.99335805738101e-121,-206441.1237767246,-200361.74970158152,6.1794099778811315e-120,36,True,physical_path
waiting_loss,loss_waiting,0.25,Projected stochastic MPC,Passive,88,-189829.48976785166,817.4348184222865,-191454.22998260704,-188204.74955309628,2.727043406115164e-123,-192529.58173262465,-187129.39780307867,8.999243240180041e-122,36,True,physical_path
waiting_loss,loss_waiting,0.25,Behaviour cloning,Passive,88,-159767.62942922514,926.0623337656928,-161608.27859308553,-157926.98026536475,4.361887461889988e-112,-162826.53199849144,-156708.72685995884,7.415208685212978e-111,36,True,physical_path
waiting_loss,loss_waiting,0.25,Model-guided constrained SAC,Passive,88,-159251.94863828027,927.719323733201,-161095.8912491226,-157408.00602743795,6.742508271830939e-112,-162316.32445776317,-156187.57281879737,1.0788013234929502e-110,36,True,physical_path
waiting_loss,loss_waiting,0.375,Reactive,Passive,88,-192882.96470911158,964.5637054077731,-194800.1395181003,-190965.78990012285,1.190272365214203e-117,-196069.0422431098,-189696.88717511334,2.9756809130355076e-116,36,True,physical_path
waiting_loss,loss_waiting,0.375,Projected stochastic MPC,Passive,88,-183363.96003200498,887.462863138688,-185127.8885683822,-181600.03149562777,6.962113058933918e-119,-186295.36360302012,-180432.55646098984,1.8101493953228185e-117,36,True,physical_path
waiting_loss,loss_waiting,0.375,Behaviour cloning,Passive,88,-166855.32863186178,982.128459481532,-168807.41529151157,-164903.24197221198,1.6552173320833029e-111,-170099.42479960175,-163611.2324641218,2.1517825317082938e-110,36,True,physical_path
waiting_loss,loss_waiting,0.375,Model-guided constrained SAC,Passive,88,-166296.76546856883,986.6358056840228,-168257.8109668587,-164335.71997027897,3.2935160520875153e-111,-169555.749978461,-163037.78095867665,3.9522192625050183e-110,36,True,physical_path
waiting_loss,loss_waiting,0.5,Reactive,Passive,88,-181149.54968059107,1080.287059424032,-183296.73718639577,-179002.36217478637,5.140210633321469e-111,-184717.8762835964,-177581.22307758575,5.654231696653617e-110,36,True,physical_path
waiting_loss,loss_waiting,0.5,Projected stochastic MPC,Passive,88,-174296.02589980004,1009.4874992669738,-176302.49161350372,-172289.56018609635,4.0771422206658917e-112,-177630.49248218804,-170961.55931741203,7.338855997198605e-111,36,True,physical_path
waiting_loss,loss_waiting,0.5,Behaviour cloning,Passive,88,-167434.9972504859,1072.3168738031443,-169566.34314934473,-165303.65135162708,2.4944393470166516e-108,-170976.99730895492,-163892.9971920169,1.9955514776133213e-107,36,True,physical_path
waiting_loss,loss_waiting,0.5,Model-guided constrained SAC,Passive,88,-166828.36708958933,1068.7856952439738,-168952.69438870018,-164704.03979047848,2.5670977146022606e-108,-170358.7032127342,-163298.03096644446,1.9955514776133213e-107,36,True,physical_path
waiting_loss,loss_waiting,0.625,Reactive,Passive,88,-165033.63345699062,1046.8819547137662,-167114.42470002585,-162952.8422139554,1.0890238764657214e-108,-168491.61871805912,-161575.6481959221,9.801214888191494e-108,36,True,physical_path
waiting_loss,loss_waiting,0.625,Projected stochastic MPC,Passive,88,-161035.9441883105,994.633366573869,-163012.88570485753,-159059.00267176348,1.0777641014602327e-109,-164321.34566676064,-157750.54270986037,1.0777641014602328e-108,36,True,physical_path
waiting_loss,loss_waiting,0.625,Behaviour cloning,Passive,88,-158976.6841591545,1021.1361809555807,-161006.30288905205,-156947.06542925697,3.216340191615258e-108,-162349.6278300134,-155603.74048829562,1.9955514776133213e-107,36,True,physical_path
waiting_loss,loss_waiting,0.625,Model-guided constrained SAC,Passive,88,-158417.55588389092,1022.9711005791497,-160450.82171522832,-156384.29005255352,5.100378925017865e-108,-161796.5605294232,-155038.55123835863,2.5501894625089326e-107,36,True,physical_path
waiting_loss,loss_waiting,0.75,Reactive,Passive,88,-129079.0287188474,671.9207489444898,-130414.543964021,-127743.51347367381,3.8749060721818605e-116,-131298.46906357227,-126859.58837412254,8.137302751581907e-115,36,True,physical_path
waiting_loss,loss_waiting,0.75,Projected stochastic MPC,Passive,88,-128623.431232925,655.8211315819216,-129926.94674529834,-127319.91572055165,6.416543417518867e-117,-130789.69247823188,-126457.16998761811,1.539970420204528e-115,36,True,physical_path
waiting_loss,loss_waiting,0.75,Behaviour cloning,Passive,88,-127920.38701361621,654.398533092812,-129221.07495745123,-126619.6990697812,8.551865149564347e-117,-130081.94923379844,-125758.82479343399,1.9669289843997999e-115,36,True,physical_path
waiting_loss,loss_waiting,0.75,Model-guided constrained SAC,Passive,88,-127556.91913584684,660.7556971515526,-128870.24263161242,-126243.59564008126,2.5338059808424512e-116,-129739.4798836265,-125374.35838806718,5.574373157853393e-115,36,True,physical_path
waiting_loss,loss_waiting,0.875,Reactive,Passive,88,-66149.47421360355,310.02812064438604,-66765.68867372183,-65533.259753485276,4.270265749078738e-120,-67173.53682818761,-65125.411599019484,1.1956744097420465e-118,36,True,physical_path
waiting_loss,loss_waiting,0.875,Projected stochastic MPC,Passive,88,-68602.36494697997,319.97918877457863,-69238.35823252448,-67966.37166143546,2.81053211340975e-120,-69659.29721489138,-67545.43267906856,8.150543128888275e-119,36,True,physical_path
waiting_loss,loss_waiting,0.875,Behaviour cloning,Passive,88,-68232.65308915627,317.99805355862975,-68864.70865393861,-67600.59752437394,2.6203360690794628e-120,-69283.0414135542,-67182.26476475835,7.861008207238389e-119,36,True,physical_path
waiting_loss,loss_waiting,0.875,Model-guided constrained SAC,Passive,88,-68106.33074872004,320.9572566826245,-68744.26805013853,-67468.39344730154,6.879527314752822e-120,-69166.49370027741,-67046.16779716266,1.857472374983262e-118,36,True,physical_path
waiting_loss,loss_waiting,1.0,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_loss,loss_waiting,1.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_loss,loss_waiting,1.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
